,Rating_Multi
34693,1
34694,1
34695,1
34696,1
34697,1
34698,1
34699,1
34700,1
34701,1
34702,1
34703,1
34704,1
34705,1
34706,0
34707,1
34708,1
34709,1
34710,1
34711,1
34712,1
34713,1
34714,1
34715,1
34716,1
34717,1
34718,0
34719,1
34720,0
34721,1
34722,1
34723,1
34724,1
34725,1
34726,1
34727,1
34728,1
34729,1
34730,1
34731,1
34732,1
34733,0
34734,1
34735,0
34736,1
34737,1
34738,1
34739,0
34740,1
34741,1
34742,1
34743,1
34744,0
34745,1
34746,1
34747,1
34748,1
34749,0
34750,1
34751,0
34752,1
34753,1
34754,1
34755,0
34756,1
34757,1
34758,1
34759,0
34760,1
34761,1
34762,1
34763,1
34764,1
34765,0
34766,1
34767,1
34768,1
34769,1
34770,1
34771,1
34772,1
34773,1
34774,1
34775,1
34776,1
34777,1
34778,1
34779,1
34780,1
34781,0
34782,1
34783,1
34784,1
34785,1
34786,1
34787,1
34788,0
34789,1
34790,1
34791,1
34792,1
34793,0
34794,1
34795,1
34796,1
34797,1
34798,1
34799,1
34800,1
34801,1
34802,0
34803,1
34804,1
34805,1
34806,0
34807,1
34808,1
34809,1
34810,1
34811,0
34812,0
34813,1
34814,1
34815,1
34816,1
34817,1
34818,1
34819,0
34820,1
34821,0
34822,1
34823,1
34824,1
34825,1
34826,1
34827,0
34828,1
34829,1
34830,0
34831,1
34832,1
34833,1
34834,1
34835,1
34836,1
34837,1
34838,0
34839,1
34840,0
34841,1
34842,0
34843,1
34844,1
34845,1
34846,1
34847,1
34848,1
34849,1
34850,1
34851,1
34852,1
34853,1
34854,1
34855,1
34856,1
34857,1
34858,1
34859,1
34860,1
34861,0
34862,1
34863,0
34864,0
34865,1
34866,1
34867,1
34868,1
34869,1
34870,1
34871,1
34872,1
34873,0
34874,1
34875,0
34876,0
34877,1
34878,1
34879,1
34880,1
34881,1
34882,0
34883,1
34884,1
34885,0
34886,1
34887,1
34888,1
34889,1
34890,0
34891,0
34892,0
34893,1
34894,1
34895,1
34896,1
34897,1
34898,1
34899,0
34900,1
34901,1
34902,1
34903,1
34904,1
34905,1
34906,1
34907,0
34908,1
34909,1
34910,1
34911,1
34912,0
34913,1
34914,1
34915,1
34916,1
34917,1
34918,1
34919,1
34920,1
34921,1
34922,1
34923,1
34924,1
34925,1
34926,0
34927,1
34928,0
34929,1
34930,0
34931,1
34932,1
34933,1
34934,1
34935,1
34936,0
34937,0
34938,1
34939,0
34940,1
34941,1
34942,1
34943,1
34944,0
34945,1
34946,1
34947,1
34948,1
34949,0
34950,1
34951,1
34952,1
34953,1
34954,1
34955,1
34956,1
34957,1
34958,1
34959,1
34960,1
34961,1
34962,1
34963,1
34964,0
34965,1
34966,1
34967,1
34968,1
34969,1
34970,1
34971,1
34972,1
34973,1
34974,1
34975,1
34976,1
34977,1
34978,1
34979,1
34980,1
34981,1
34982,1
34983,1
34984,0
34985,1
34986,1
34987,1
34988,1
34989,1
34990,1
34991,1
34992,0
34993,0
34994,1
34995,1
34996,1
34997,1
34998,1
34999,0
35000,1
35001,0
35002,1
35003,1
35004,1
35005,1
35006,0
35007,1
35008,1
35009,1
35010,1
35011,1
35012,0
35013,0
35014,1
35015,1
35016,0
35017,0
35018,1
35019,1
35020,1
35021,1
35022,1
35023,1
35024,1
35025,1
35026,0
35027,1
35028,1
35029,1
35030,1
35031,1
35032,1
35033,0
35034,1
35035,0
35036,1
35037,1
35038,0
35039,1
35040,0
35041,1
35042,1
35043,1
35044,1
35045,1
35046,1
35047,1
35048,1
35049,1
35050,0
35051,1
35052,1
35053,1
35054,1
35055,1
35056,1
35057,1
35058,1
35059,1
35060,1
35061,1
35062,1
35063,1
35064,1
35065,1
35066,1
35067,1
35068,1
35069,1
35070,1
35071,1
35072,1
35073,1
35074,1
35075,1
35076,1
35077,1
35078,1
35079,1
35080,1
35081,1
35082,1
35083,1
35084,1
35085,1
35086,1
35087,1
35088,1
35089,1
35090,1
35091,1
35092,1
35093,0
35094,1
35095,1
35096,1
35097,1
35098,1
35099,1
35100,1
35101,1
35102,1
35103,1
35104,0
35105,1
35106,1
35107,1
35108,1
35109,1
35110,1
35111,0
35112,0
35113,1
35114,1
35115,1
35116,1
35117,1
35118,0
35119,1
35120,1
35121,1
35122,1
35123,1
35124,1
35125,1
35126,1
35127,1
35128,1
35129,1
35130,1
35131,1
35132,1
35133,1
35134,0
35135,1
35136,1
35137,1
35138,1
35139,0
35140,0
35141,1
35142,1
35143,0
35144,1
35145,1
35146,1
35147,1
35148,1
35149,1
35150,0
35151,1
35152,1
35153,1
35154,1
35155,1
35156,1
35157,1
35158,1
35159,1
35160,1
35161,1
35162,0
35163,1
35164,1
35165,1
35166,1
35167,1
35168,1
35169,1
35170,1
35171,1
35172,1
35173,1
35174,1
35175,0
35176,1
35177,1
35178,1
35179,1
35180,1
35181,1
35182,1
35183,1
35184,1
35185,1
35186,1
35187,1
35188,1
35189,0
35190,1
35191,0
35192,1
35193,1
35194,0
35195,1
35196,1
35197,0
35198,0
35199,1
35200,1
35201,1
35202,0
35203,1
35204,0
35205,1
35206,1
35207,1
35208,0
35209,1
35210,0
35211,1
35212,1
35213,1
35214,1
35215,0
35216,1
35217,0
35218,1
35219,0
35220,1
35221,0
35222,0
35223,1
35224,1
35225,0
35226,1
35227,1
35228,1
35229,0
35230,1
35231,1
35232,1
35233,1
35234,1
35235,1
35236,1
35237,0
35238,1
35239,1
35240,1
35241,1
35242,1
35243,1
35244,1
35245,0
35246,1
35247,0
35248,1
35249,1
35250,1
35251,1
35252,1
35253,1
35254,1
35255,1
35256,1
35257,1
35258,1
35259,1
35260,1
35261,1
35262,1
35263,0
35264,0
35265,1
35266,1
35267,1
35268,1
35269,1
35270,0
35271,1
35272,1
35273,0
35274,1
35275,0
35276,1
35277,0
35278,1
35279,0
35280,1
35281,1
35282,1
35283,0
35284,1
35285,1
35286,1
35287,0
35288,1
35289,1
35290,1
35291,0
35292,1
35293,1
35294,0
35295,0
35296,0
35297,1
35298,1
35299,1
35300,1
35301,0
35302,1
35303,1
35304,1
35305,1
35306,1
35307,0
35308,1
35309,1
35310,1
35311,1
35312,0
35313,1
35314,1
35315,1
35316,0
35317,1
35318,1
35319,1
35320,1
35321,1
35322,1
35323,1
35324,1
35325,1
35326,1
35327,1
35328,0
35329,1
35330,1
35331,1
35332,1
35333,1
35334,0
35335,1
35336,1
35337,0
35338,1
35339,0
35340,0
35341,1
35342,1
35343,1
35344,1
35345,1
35346,1
35347,1
35348,1
35349,1
35350,1
35351,1
35352,1
35353,1
35354,1
35355,1
35356,0
35357,1
35358,0
35359,1
35360,0
35361,0
35362,1
35363,1
35364,1
35365,1
35366,1
35367,1
35368,1
35369,0
35370,0
35371,1
35372,1
35373,0
35374,1
35375,1
35376,1
35377,0
35378,1
35379,1
35380,1
35381,1
35382,1
35383,1
35384,1
35385,1
35386,1
35387,1
35388,0
35389,1
35390,1
35391,1
35392,1
35393,1
35394,1
35395,1
35396,1
35397,0
35398,1
35399,1
35400,1
35401,1
35402,1
35403,0
35404,1
35405,0
35406,1
35407,1
35408,1
35409,1
35410,0
35411,1
35412,0
35413,0
35414,1
35415,1
35416,1
35417,1
35418,1
35419,1
35420,1
35421,0
35422,1
35423,1
35424,0
35425,0
35426,1
35427,1
35428,1
35429,1
35430,1
35431,1
35432,1
35433,1
35434,1
35435,1
35436,1
35437,1
35438,1
35439,1
35440,1
35441,0
35442,1
35443,1
35444,1
35445,0
35446,1
35447,1
35448,1
35449,1
35450,1
35451,1
35452,1
35453,0
35454,1
35455,1
35456,1
35457,1
35458,1
35459,1
35460,1
35461,1
35462,1
35463,1
35464,1
35465,1
35466,1
35467,1
35468,1
35469,1
35470,1
35471,1
35472,1
35473,1
35474,0
35475,1
35476,1
35477,1
35478,1
35479,0
35480,1
35481,1
35482,1
35483,1
35484,1
35485,1
35486,1
35487,1
35488,1
35489,1
35490,1
35491,1
35492,1
35493,1
35494,1
35495,1
35496,1
35497,1
35498,1
35499,1
35500,1
35501,1
35502,1
35503,1
35504,0
35505,1
35506,1
35507,0
35508,1
35509,0
35510,1
35511,1
35512,1
35513,1
35514,1
35515,0
35516,1
35517,1
35518,1
35519,1
35520,1
35521,1
35522,0
35523,1
35524,1
35525,1
35526,1
35527,1
35528,1
35529,0
35530,1
35531,0
35532,1
35533,1
35534,1
35535,1
35536,1
35537,1
35538,1
35539,0
35540,1
35541,1
35542,1
35543,1
35544,1
35545,1
35546,1
35547,1
35548,1
35549,1
35550,0
35551,1
35552,1
35553,1
35554,1
35555,1
35556,1
35557,0
35558,1
35559,0
35560,1
35561,1
35562,1
35563,1
35564,1
35565,1
35566,0
35567,1
35568,0
35569,1
35570,1
35571,1
35572,1
35573,1
35574,1
35575,1
35576,1
35577,1
35578,1
35579,1
35580,1
35581,1
35582,1
35583,1
35584,0
35585,1
35586,1
35587,0
35588,0
35589,1
35590,1
35591,1
35592,1
35593,1
35594,1
35595,1
35596,1
35597,1
35598,0
35599,1
35600,1
35601,1
35602,1
35603,1
35604,0
35605,1
35606,1
35607,0
35608,1
35609,1
35610,1
35611,1
35612,1
35613,0
35614,1
35615,0
35616,0
35617,1
35618,1
35619,1
35620,1
35621,0
35622,1
35623,1
35624,1
35625,1
35626,1
35627,1
35628,0
35629,0
35630,0
35631,1
35632,1
35633,1
35634,0
35635,0
35636,1
35637,1
35638,1
35639,1
35640,1
35641,1
35642,1
35643,0
35644,1
35645,0
35646,0
35647,1
35648,1
35649,1
35650,1
35651,1
35652,1
35653,1
35654,0
35655,1
35656,1
35657,1
35658,1
35659,1
35660,1
35661,0
35662,1
35663,1
35664,1
35665,1
35666,0
35667,1
35668,0
35669,1
35670,1
35671,0
35672,0
35673,1
35674,1
35675,0
35676,1
35677,1
35678,1
35679,1
35680,1
35681,1
35682,1
35683,1
35684,1
35685,1
35686,1
35687,0
35688,1
35689,0
35690,1
35691,1
35692,1
35693,1
35694,0
35695,1
35696,1
35697,1
35698,1
35699,1
35700,1
35701,1
35702,1
35703,0
35704,0
35705,1
35706,0
35707,1
35708,1
35709,1
35710,1
35711,1
35712,1
35713,1
35714,1
35715,1
35716,1
35717,1
35718,1
35719,0
35720,1
35721,1
35722,1
35723,1
35724,1
35725,1
35726,1
35727,1
35728,1
35729,1
35730,0
35731,1
35732,1
35733,0
35734,1
35735,1
35736,0
35737,0
35738,1
35739,1
35740,0
35741,1
35742,0
35743,0
35744,1
35745,1
35746,1
35747,0
35748,1
35749,1
35750,1
35751,1
35752,1
35753,1
35754,1
35755,1
35756,0
35757,1
35758,1
35759,1
35760,1
35761,0
35762,1
35763,0
35764,1
35765,0
35766,1
35767,1
35768,1
35769,0
35770,1
35771,1
35772,1
35773,1
35774,1
35775,1
35776,1
35777,1
35778,1
35779,1
35780,0
35781,1
35782,1
35783,1
35784,0
35785,1
35786,1
35787,1
35788,0
35789,1
35790,1
35791,1
35792,1
35793,1
35794,1
35795,1
35796,1
35797,0
35798,1
35799,1
35800,1
35801,1
35802,1
35803,0
35804,1
35805,1
35806,0
35807,1
35808,0
35809,0
35810,1
35811,1
35812,1
35813,0
35814,1
35815,1
35816,1
35817,1
35818,1
35819,1
35820,1
35821,1
35822,1
35823,1
35824,1
35825,1
35826,0
35827,0
35828,1
35829,0
35830,0
35831,1
35832,1
35833,1
35834,1
35835,0
35836,0
35837,1
35838,0
35839,1
35840,1
35841,1
35842,1
35843,1
35844,0
35845,1
35846,1
35847,0
35848,0
35849,0
35850,1
35851,1
35852,0
35853,0
35854,1
35855,1
35856,1
35857,1
35858,1
35859,1
35860,1
35861,1
35862,1
35863,1
35864,0
35865,0
35866,1
35867,1
35868,0
35869,1
35870,1
35871,1
35872,1
35873,1
35874,1
35875,1
35876,0
35877,1
35878,1
35879,1
35880,1
35881,1
35882,0
35883,1
35884,1
35885,1
35886,1
35887,1
35888,1
35889,0
35890,1
35891,1
35892,1
35893,1
35894,1
35895,1
35896,0
35897,0
35898,1
35899,1
35900,1
35901,1
35902,1
35903,1
35904,1
35905,0
35906,1
35907,0
35908,1
35909,1
35910,1
35911,1
35912,1
35913,1
35914,0
35915,1
35916,1
35917,1
35918,1
35919,1
35920,1
35921,1
35922,1
35923,1
35924,1
35925,1
35926,1
35927,1
35928,1
35929,1
35930,0
35931,1
35932,1
35933,1
35934,0
35935,1
35936,1
35937,1
35938,1
35939,0
35940,1
35941,1
35942,1
35943,1
35944,1
35945,1
35946,1
35947,0
35948,1
35949,0
35950,1
35951,1
35952,1
35953,0
35954,1
35955,1
35956,1
35957,1
35958,1
35959,1
35960,1
35961,1
35962,1
35963,0
35964,1
35965,0
35966,1
35967,1
35968,1
35969,0
35970,1
35971,1
35972,1
35973,1
35974,1
35975,1
35976,1
35977,1
35978,1
35979,1
35980,1
35981,1
35982,1
35983,1
35984,1
35985,0
35986,1
35987,1
35988,1
35989,1
35990,1
35991,0
35992,1
35993,0
35994,1
35995,1
35996,1
35997,1
35998,1
35999,1
36000,0
36001,1
36002,1
36003,1
36004,1
36005,1
36006,0
36007,1
36008,1
36009,1
36010,1
36011,0
36012,1
36013,1
36014,1
36015,1
36016,0
36017,1
36018,0
36019,1
36020,1
36021,0
36022,1
36023,1
36024,1
36025,1
36026,1
36027,1
36028,1
36029,1
36030,1
36031,1
36032,1
36033,1
36034,1
36035,1
36036,1
36037,0
36038,1
36039,1
36040,1
36041,0
36042,1
36043,1
36044,0
36045,1
36046,1
36047,1
36048,1
36049,1
36050,1
36051,1
36052,1
36053,1
36054,0
36055,0
36056,1
36057,1
36058,1
36059,1
36060,0
36061,0
36062,1
36063,0
36064,1
36065,1
36066,1
36067,1
36068,1
36069,1
36070,1
36071,1
36072,1
36073,1
36074,1
36075,1
36076,1
36077,0
36078,0
36079,1
36080,1
36081,1
36082,1
36083,1
36084,1
36085,1
36086,0
36087,1
36088,1
36089,1
36090,1
36091,1
36092,1
36093,1
36094,1
36095,1
36096,1
36097,0
36098,1
36099,1
36100,1
36101,1
36102,0
36103,1
36104,1
36105,0
36106,1
36107,1
36108,0
36109,1
36110,1
36111,0
36112,1
36113,1
36114,0
36115,1
36116,1
36117,1
36118,1
36119,1
36120,1
36121,1
36122,1
36123,1
36124,1
36125,0
36126,1
36127,1
36128,0
36129,1
36130,1
36131,1
36132,1
36133,1
36134,1
36135,0
36136,1
36137,0
36138,0
36139,1
36140,0
36141,1
36142,1
36143,0
36144,1
36145,1
36146,1
36147,1
36148,1
36149,1
36150,1
36151,1
36152,1
36153,1
36154,1
36155,0
36156,1
36157,1
36158,0
36159,0
36160,1
36161,1
36162,1
36163,1
36164,1
36165,1
36166,0
36167,1
36168,1
36169,1
36170,1
36171,1
36172,1
36173,0
36174,2
36175,1
36176,1
36177,0
36178,1
36179,1
36180,1
36181,1
36182,1
36183,1
36184,1
36185,1
36186,1
36187,0
36188,1
36189,1
36190,1
36191,1
36192,0
36193,1
36194,1
36195,0
36196,1
36197,1
36198,1
36199,0
36200,1
36201,1
36202,1
36203,1
36204,1
36205,1
36206,1
36207,1
36208,1
36209,0
36210,1
36211,1
36212,1
36213,1
36214,1
36215,1
36216,1
36217,1
36218,1
36219,1
36220,1
36221,1
36222,1
36223,1
36224,1
36225,1
36226,1
36227,1
36228,1
36229,1
36230,1
36231,0
36232,0
36233,0
36234,1
36235,0
36236,0
36237,1
36238,1
36239,1
36240,0
36241,1
36242,0
36243,1
36244,1
36245,1
36246,0
36247,1
36248,1
36249,1
36250,1
36251,1
36252,1
36253,1
36254,1
36255,1
36256,0
36257,1
36258,1
36259,0
36260,1
36261,1
36262,0
36263,1
36264,1
36265,1
36266,1
36267,1
36268,0
36269,1
36270,1
36271,1
36272,1
36273,0
36274,1
36275,1
36276,1
36277,1
36278,0
36279,1
36280,1
36281,1
36282,1
36283,1
36284,1
36285,1
36286,1
36287,0
36288,1
36289,1
36290,1
36291,1
36292,1
36293,1
36294,1
36295,1
36296,1
36297,1
36298,0
36299,1
36300,1
36301,0
36302,0
36303,1
36304,1
36305,1
36306,1
36307,1
36308,1
36309,1
36310,1
36311,1
36312,1
36313,1
36314,1
36315,1
36316,1
36317,1
36318,1
36319,0
36320,1
36321,0
36322,1
36323,0
36324,1
36325,1
36326,1
36327,1
36328,1
36329,1
36330,1
36331,1
36332,1
36333,1
36334,1
36335,1
36336,1
36337,1
36338,1
36339,0
36340,1
36341,1
36342,1
36343,1
36344,1
36345,0
36346,1
36347,1
36348,1
36349,1
36350,1
36351,1
36352,1
36353,1
36354,1
36355,1
36356,1
36357,1
36358,1
36359,1
36360,0
36361,1
36362,0
36363,1
36364,1
36365,1
36366,0
36367,0
36368,1
36369,1
36370,1
36371,0
36372,1
36373,1
36374,1
36375,1
36376,1
36377,1
36378,1
36379,0
36380,1
36381,1
36382,1
36383,0
36384,1
36385,1
36386,1
36387,1
36388,1
36389,1
36390,1
36391,0
36392,1
36393,1
36394,1
36395,1
36396,0
36397,1
36398,0
36399,1
36400,1
36401,1
36402,1
36403,1
36404,1
36405,1
36406,1
36407,0
36408,0
36409,1
36410,1
36411,1
36412,1
36413,0
36414,1
36415,1
36416,1
36417,1
36418,1
36419,1
36420,1
36421,1
36422,1
36423,0
36424,1
36425,1
36426,1
36427,1
36428,1
36429,1
36430,1
36431,1
36432,1
36433,1
36434,1
36435,1
36436,1
36437,0
36438,1
36439,1
36440,0
36441,1
36442,0
36443,0
36444,0
36445,1
36446,1
36447,1
36448,1
36449,1
36450,1
36451,1
36452,1
36453,1
36454,1
36455,1
36456,1
36457,1
36458,1
36459,1
36460,1
36461,1
36462,1
36463,1
36464,1
36465,1
36466,1
36467,1
36468,1
36469,1
36470,1
36471,1
36472,0
36473,1
36474,1
36475,1
36476,1
36477,1
36478,1
36479,1
36480,0
36481,1
36482,1
36483,1
36484,1
36485,1
36486,1
36487,0
36488,1
36489,1
36490,1
36491,1
36492,1
36493,1
36494,1
36495,1
36496,1
36497,1
36498,1
36499,0
36500,1
36501,1
36502,1
36503,2
36504,1
36505,1
36506,0
36507,1
36508,0
36509,1
36510,0
36511,1
36512,1
36513,1
36514,1
36515,1
36516,1
36517,1
36518,0
36519,0
36520,1
36521,1
36522,1
36523,1
36524,1
36525,1
36526,1
36527,1
36528,1
36529,1
36530,1
36531,1
36532,1
36533,1
36534,2
36535,2
36536,1
36537,1
36538,2
36539,2
36540,2
36541,1
36542,1
36543,1
36544,1
36545,1
36546,2
36547,2
36548,1
36549,1
36550,1
36551,1
36552,2
36553,2
36554,1
36555,1
36556,1
36557,0
36558,2
36559,1
36560,2
36561,2
36562,1
36563,2
36564,2
36565,2
36566,1
36567,1
36568,2
36569,1
36570,1
36571,2
36572,2
36573,1
36574,1
36575,1
36576,1
36577,2
36578,1
36579,2
36580,1
36581,0
36582,1
36583,1
36584,1
36585,0
36586,1
36587,2
36588,1
36589,1
36590,2
36591,1
36592,2
36593,1
36594,2
36595,2
36596,1
36597,2
36598,1
36599,1
36600,1
36601,1
36602,1
36603,2
36604,1
36605,2
36606,1
36607,1
36608,2
36609,1
36610,2
36611,2
36612,1
36613,2
36614,1
36615,2
36616,1
36617,1
36618,1
36619,1
36620,2
36621,2
36622,1
36623,1
36624,2
36625,2
36626,2
36627,2
36628,2
36629,1
36630,1
36631,1
36632,2
36633,2
36634,2
36635,1
36636,1
36637,1
36638,2
36639,2
36640,1
36641,1
36642,1
36643,1
36644,0
36645,1
36646,1
36647,2
36648,2
36649,2
36650,2
36651,1
36652,1
36653,1
36654,1
36655,1
36656,1
36657,2
36658,2
36659,2
36660,2
36661,1
36662,1
36663,0
36664,1
36665,2
36666,1
36667,2
36668,1
36669,1
36670,1
36671,1
36672,1
36673,0
36674,1
36675,1
36676,1
36677,2
36678,1
36679,1
36680,1
36681,2
36682,2
36683,1
36684,2
36685,1
36686,2
36687,1
36688,2
36689,1
36690,2
36691,1
36692,1
36693,2
36694,1
36695,1
36696,0
36697,1
36698,1
36699,1
36700,2
36701,1
36702,1
36703,2
36704,2
36705,2
36706,1
36707,1
36708,1
36709,1
36710,1
36711,1
36712,2
36713,2
36714,2
36715,1
36716,1
36717,0
36718,2
36719,1
36720,2
36721,1
36722,1
36723,1
36724,1
36725,2
36726,2
36727,1
36728,1
36729,2
36730,1
36731,1
36732,1
36733,1
36734,2
36735,1
36736,2
36737,2
36738,2
36739,1
36740,1
36741,1
36742,2
36743,1
36744,1
36745,1
36746,1
36747,1
36748,1
36749,1
36750,1
36751,2
36752,2
36753,2
36754,1
36755,2
36756,1
36757,1
36758,1
36759,2
36760,2
36761,1
36762,2
36763,2
36764,2
36765,1
36766,1
36767,1
36768,1
36769,2
36770,1
36771,1
36772,1
36773,1
36774,1
36775,1
36776,2
36777,1
36778,1
36779,0
36780,1
36781,1
36782,1
36783,1
36784,1
36785,1
36786,2
36787,1
36788,1
36789,1
36790,2
36791,1
36792,1
36793,1
36794,2
36795,1
36796,2
36797,1
36798,1
36799,1
36800,1
36801,1
36802,0
36803,2
36804,0
36805,1
36806,2
36807,1
36808,1
36809,1
36810,1
36811,1
36812,2
36813,2
36814,2
36815,2
36816,1
36817,1
36818,1
36819,1
36820,1
36821,1
36822,1
36823,1
36824,1
36825,2
36826,2
36827,2
36828,1
36829,1
36830,1
36831,1
36832,1
36833,0
36834,2
36835,1
36836,2
36837,1
36838,1
36839,1
36840,1
36841,1
36842,1
36843,1
36844,1
36845,1
36846,2
36847,2
36848,1
36849,1
36850,1
36851,1
36852,2
36853,2
36854,1
36855,1
36856,1
36857,1
36858,2
36859,2
36860,2
36861,1
36862,1
36863,1
36864,2
36865,1
36866,2
36867,1
36868,0
36869,1
36870,1
36871,1
36872,1
36873,1
36874,2
36875,1
36876,1
36877,0
36878,1
36879,1
36880,1
36881,1
36882,1
36883,2
36884,1
36885,1
36886,1
36887,1
36888,1
36889,1
36890,1
36891,1
36892,0
36893,2
36894,2
36895,1
36896,2
36897,2
36898,2
36899,2
36900,2
36901,2
36902,2
36903,2
36904,2
36905,2
36906,1
36907,1
36908,1
36909,1
36910,1
36911,2
36912,1
36913,1
36914,1
36915,1
36916,1
36917,1
36918,2
36919,2
36920,1
36921,2
36922,2
36923,1
36924,1
36925,2
36926,1
36927,1
36928,1
36929,2
36930,2
36931,1
36932,1
36933,2
36934,1
36935,1
36936,1
36937,2
36938,1
36939,1
36940,2
36941,1
36942,2
36943,2
36944,1
36945,0
36946,2
36947,2
36948,2
36949,2
36950,1
36951,2
36952,2
36953,1
36954,0
36955,1
36956,2
36957,1
36958,1
36959,2
36960,1
36961,2
36962,2
36963,2
36964,1
36965,1
36966,1
36967,1
36968,1
36969,1
36970,2
36971,2
36972,1
36973,2
36974,2
36975,2
36976,2
36977,1
36978,1
36979,1
36980,1
36981,2
36982,1
36983,2
36984,1
36985,1
36986,0
36987,1
36988,1
36989,1
36990,1
36991,1
36992,1
36993,1
36994,2
36995,2
36996,2
36997,1
36998,2
36999,2
37000,1
37001,1
37002,2
37003,1
37004,1
37005,2
37006,2
37007,1
37008,1
37009,2
37010,2
37011,2
37012,2
37013,1
37014,2
37015,1
37016,1
37017,0
37018,1
37019,2
37020,2
37021,2
37022,2
37023,0
37024,2
37025,1
37026,1
37027,1
37028,1
37029,1
37030,1
37031,1
37032,1
37033,1
37034,1
37035,1
37036,1
37037,1
37038,2
37039,2
37040,1
37041,2
37042,0
37043,1
37044,1
37045,2
37046,2
37047,1
37048,1
37049,1
37050,1
37051,1
37052,1
37053,2
37054,1
37055,1
37056,1
37057,2
37058,1
37059,2
37060,1
37061,1
37062,0
37063,2
37064,1
37065,0
37066,2
37067,1
37068,1
37069,1
37070,2
37071,1
37072,2
37073,1
37074,1
37075,1
37076,1
37077,1
37078,1
37079,2
37080,1
37081,0
37082,2
37083,2
37084,1
37085,1
37086,1
37087,1
37088,1
37089,1
37090,1
37091,1
37092,2
37093,0
37094,0
37095,1
37096,1
37097,1
37098,1
37099,1
37100,1
37101,1
37102,2
37103,1
37104,2
37105,1
37106,1
37107,2
37108,1
37109,2
37110,1
37111,1
37112,2
37113,0
37114,1
37115,1
37116,1
37117,1
37118,2
37119,1
37120,1
37121,2
37122,2
37123,2
37124,2
37125,1
37126,1
37127,1
37128,2
37129,1
37130,2
37131,1
37132,1
37133,1
37134,1
37135,1
37136,1
37137,1
37138,2
37139,0
37140,1
37141,1
37142,1
37143,2
37144,1
37145,2
37146,2
37147,1
37148,1
37149,1
37150,1
37151,1
37152,1
37153,1
37154,1
37155,2
37156,1
37157,2
37158,1
37159,1
37160,1
37161,2
37162,2
37163,1
37164,0
37165,1
37166,1
37167,2
37168,1
37169,1
37170,2
37171,2
37172,1
37173,1
37174,1
37175,2
37176,1
37177,2
37178,0
37179,1
37180,1
37181,2
37182,1
37183,1
37184,1
37185,1
37186,1
37187,2
37188,2
37189,0
37190,1
37191,0
37192,0
37193,1
37194,1
37195,2
37196,1
37197,1
37198,1
37199,1
37200,1
37201,2
37202,1
37203,2
37204,1
37205,2
37206,1
37207,2
37208,1
37209,2
37210,1
37211,1
37212,1
37213,2
37214,1
37215,1
37216,2
37217,2
37218,1
37219,1
37220,1
37221,1
37222,1
37223,1
37224,2
37225,1
37226,1
37227,2
37228,2
37229,2
37230,0
37231,1
37232,1
37233,1
37234,1
37235,1
37236,1
37237,2
37238,1
37239,1
37240,1
37241,1
37242,1
37243,1
37244,1
37245,2
37246,2
37247,1
37248,1
37249,2
37250,1
37251,1
37252,1
37253,2
37254,1
37255,2
37256,1
37257,1
37258,2
37259,2
37260,1
37261,1
37262,2
37263,1
37264,0
37265,0
37266,1
37267,1
37268,2
37269,2
37270,1
37271,1
37272,1
37273,1
37274,1
37275,2
37276,1
37277,1
37278,1
37279,2
37280,1
37281,1
37282,2
37283,1
37284,1
37285,1
37286,1
37287,2
37288,1
37289,1
37290,2
37291,1
37292,1
37293,1
37294,1
37295,2
37296,2
37297,2
37298,1
37299,1
37300,1
37301,1
37302,2
37303,1
37304,2
37305,1
37306,1
37307,1
37308,2
37309,2
37310,1
37311,2
37312,0
37313,2
37314,1
37315,2
37316,2
37317,2
37318,1
37319,2
37320,2
37321,2
37322,1
37323,1
37324,2
37325,1
37326,1
37327,1
37328,2
37329,2
37330,1
37331,2
37332,2
37333,2
37334,1
37335,1
37336,2
37337,2
37338,2
37339,1
37340,2
37341,1
37342,1
37343,2
37344,1
37345,1
37346,1
37347,1
37348,1
37349,0
37350,2
37351,1
37352,2
37353,2
37354,1
37355,1
37356,1
37357,1
37358,2
37359,1
37360,2
37361,1
37362,2
37363,2
37364,2
37365,2
37366,2
37367,1
37368,2
37369,1
37370,2
37371,1
37372,1
37373,2
37374,1
37375,1
37376,1
37377,1
37378,1
37379,2
37380,0
37381,2
37382,1
37383,1
37384,1
37385,1
37386,2
37387,1
37388,2
37389,1
37390,1
37391,0
37392,1
37393,1
37394,1
37395,1
37396,2
37397,1
37398,1
37399,1
37400,1
37401,1
37402,1
37403,1
37404,1
37405,1
37406,1
37407,1
37408,1
37409,1
37410,2
37411,2
37412,1
37413,1
37414,1
37415,2
37416,2
37417,0
37418,2
37419,2
37420,1
37421,2
37422,2
37423,2
37424,1
37425,1
37426,2
37427,1
37428,1
37429,2
37430,2
37431,1
37432,1
37433,1
37434,1
37435,2
37436,2
37437,1
37438,2
37439,2
37440,1
37441,2
37442,2
37443,1
37444,2
37445,1
37446,2
37447,1
37448,1
37449,2
37450,1
37451,2
37452,1
37453,1
37454,2
37455,2
37456,1
37457,1
37458,2
37459,2
37460,2
37461,1
37462,1
37463,2
37464,1
37465,1
37466,1
37467,1
37468,2
37469,1
37470,1
37471,1
37472,2
37473,1
37474,2
37475,1
37476,1
37477,1
37478,2
37479,1
37480,1
37481,1
37482,0
37483,2
37484,2
37485,2
37486,2
37487,2
37488,1
37489,2
37490,1
